Commune;Code_Com;Adresse;ID2;X_CC43;Y_CC43;X_WGS84;Y_WGS84
TOULOUSE;31555;CHEMIN DE LA SALADE PONSAN, FACE A LA RUE CAUBERE;448;1575033,485;2264087,878;1,45300697;43,56653994
TOULOUSE;31555;CHEMIN DES MARAICHERS, FACE A LA FAC DE PHARMACIE;453;1575968,134;2264147,274;1,46456121;43,56722880
TOULOUSE;31555;AVENUE DE RANGUEIL, PRES DU TRIPODE B, DANS LE ROND-PONIT;452;1576179,873;2264168,917;1,46717694;43,56745837
TOULOUSE;31555;FAC PAUL SABATIER, A COTE DU FRONTON ET DU GYMNASE;464;1576348,793;2263731,369;1,46936629;43,56354841
TOULOUSE;31555;CHEMIN DE LA PELUDE, ANGLE CHEMIN GIRAUDOUX;450;1575818,539;2264587,516;1,46261001;43,57116609
TOULOUSE;31555;DEVANT LE 75 ROUTE DE NARBONNE;449;1575310,819;2264350,846;1,45637957;43,56895240
TOULOUSE;31555;ANGLE DE LA ROUTE DE NARBONNE, AVENUE DU PROFESSEUR JOSEPH DUCUING;454;1575632,345;2263698,533;1,46050706;43,56313507
TOULOUSE;31555;9 BIS RUE MANSENCAL;537;1577276,728;2266269,788;1,48028199;43,58654432
TOULOUSE;31555;CHEMIN D'AUZEVILLE, FACE A L'ARRET DE BUS ESTEREL;460;1575205,507;2261606,992;1,45570049;43,54424185
TOULOUSE;31555;ANGLE CHEMIN ET RUE DE FONDEVILLE;459;1575345,698;2262176,982;1,45730542;43,54939464
TOULOUSE;31555;CHEMIN DE NARRADE, FACE A LA RUE MAURICE ALET;458;1575137,602;2262238,717;1,45471659;43,54991580
TOULOUSE;31555;CHEMIN DU VALLON, ANGLE RUE DARDAGNA;456;1575247,620;2263088,408;1,45588459;43,55758075
TOULOUSE;31555;CHEMIN DE LA SALADE PONSAN, PASSERELLE FAC DE MEDECINE;455;1575360,265;2263378,468;1,45721261;43,56020975
TOULOUSE;31555;PARKING DU STADE BARRAN, CHEMIN DES COTES DE PECH DAVID;447;1574611,062;2263582,024;1,44789455;43,56191743
TOULOUSE;31555;ENTRE LE 7 ET LE 9 RUE PONS-CAPDENIER;551;1578078,759;2265658,927;1,49034754;43,58117708
TOULOUSE;31555;ANGLE ROUTE DE NARBONNE ET CHEMIN DES CLOTASSES;461;1576229,876;2262618,346;1,46814578;43,55351230
TOULOUSE;31555;FAC PAUL SABATIER, ALLEE DU LIEUTENANT LUCIEN LAFAY, ENTREE DU L.E.P. RENEE BONNET;462;1576224,970;2262785,278;1,46804740;43,55501380
TOULOUSE;31555;FACE AU 23 AVENUE DU LAURAGAIS, CONTRE LA CORBEILLE;435;1575409,598;2265420,643;1,45735900;43,57859625
TOULOUSE;31555;CHEMIN DE LA LOGE, RESIDENCE DE L'ILE;426;1573527,004;2265317,103;1,43407854;43,57735097
TOULOUSE;31555;PARKING RUE DE GRASSE;427;1574103,277;2265569,052;1,44115413;43,57971480
TOULOUSE;31555;RUE HENRI SELLIER, FACE A LA RUE DES GOELANDS, A COTE DU SUPERMARCHE;425;1573950,594;2265299,530;1,43932604;43,57726377
TOULOUSE;31555;7 RUE DES CASERNES;424;1574276,299;2265412,640;1,44333186;43,57833608
TOULOUSE;31555;RUE SAINT ROCH ANGLE RUE DES CASERNES;423;1574480,536;2265562,062;1,44582586;43,57971481
TOULOUSE;31555;ANGLE AVENUE ALBERT BEDOUCE, RUE BONNAT;434;1575612,800;2265529,921;1,45984962;43,57961324
TOULOUSE;31555;PLACE DES AVIONS, A COTE DU BAR, CONTRE LA CABINE TELEPHONIQUE;441;1575625,243;2265229,354;1,46007186;43,57691037
TOULOUSE;31555;55 AVENUE JULES JULIEN, FACE AU CREDIT AGRICOLE;430;1574908,888;2265179,856;1,45121572;43,57634640
TOULOUSE;31555;RUE SAINT ROCH, ANGLE CHEMIN DE LA SALADE PONSAN;436;1574802,510;2264993,036;1,44994160;43,57464748
TOULOUSE;31555;RUE DE NIMES, FACE AUX GARAGES;443;1575936,368;2265222,915;1,46392461;43,57690370
TOULOUSE;31555;RUE CLAUDE DE FORBIN, ANGLE RUE BOUGAINVILLE;442;1575810,577;2264933,113;1,46243316;43,57427494
TOULOUSE;31555;AVENUE DE RANGUEIL, FACE AU PARC ET CHEMIN DU CANAL;446;1575722,272;2264717,463;1,46138900;43,57231967
TOULOUSE;31555;AVEBUE JULES JULIEN, FACE AU THEATRE;439;1575001,482;2264897,610;1,45242625;43,57382172
TOULOUSE;31555;FACE AU 45 AVENUE DE RANGUEIL, A COTE DE L'ABRI BUS;440;1575229,908;2265138,460;1,45519888;43,57602706
TOULOUSE;31555;DANS LE CAMPUS DE L'INSA;451;1576308,005;2264535,182;1,46868015;43,57077557
TOULOUSE;31555;ROUTE DE NARBONNE, ANGLE RUE DU POUSET, CONTRE LA CABINE TELEPHONIQUE;444;1575157,824;2264557,264;1,45443896;43,57078473
TOULOUSE;31555;BAS DE LA RUE DES PALMIERS, FACE A LA PHARMACIE;438;1574745,332;2264834,943;1,44926997;43,57321525
TOULOUSE;31555;DEBUT CHEMIN DES COTES DE PECH DAVID, A COTE DE LA VOIE FERREE;428;1574257,163;2265091,552;1,44316864;43,57544330
TOULOUSE;31555;CHEMIN DES COTES DE PECH DAVID, DEVANT LA RESIDENCE LES HAUTS DE TOULOUSE;437;1574464,878;2264429,395;1,44589144;43,56951893
TOULOUSE;31555;CHEMIN DE LA LOGE, CITE DANIEL FAUCHET;410;1573615,170;2265659,715;1,43509090;43,58044903
TOULOUSE;31555;PLACE ANDRE DASTE LOCAL BOULISTES;411;1574044,463;2265896,399;1,44035082;43,58265088
TOULOUSE;31555;AVENUE DE L'URSS, ANGLE RUE LEON SOULIE;419;1574701,760;2265858,910;1,44849654;43,58242305
TOULOUSE;31555;AVENUE JULES JULIEN, PROCHE I.U.F.M., FACE A L'AVENUE DU QUATORZIEME R.I.;422;1574753,872;2265650,559;1,44918929;43,58055669
TOULOUSE;31555;RUE DU MIDI, ANGLE RUE JEAN DUPLESSIS;433;1575713,768;2265815,105;1,46103483;43,58219637
TOULOUSE;31555;AVENUE DU LAURAGAIS, ANGLE RUE CAMILLE DESMOULINS;421;1575084,717;2265779,467;1,45325554;43,58177167
TOULOUSE;31555;FACE AU 37 ALLEES DES SOUPIRS;401;1575341,175;2267154,415;1,45611753;43,59418775
TOULOUSE;31555;ANGLE RUE ET BOULEVARD MONPLAISIR;402;1575485,107;2266947,026;1,45794685;43,59234518
TOULOUSE;31555;FACE AU 78 ALLEES DES DEMOISELLES;416;1575622,605;2266458,242;1,45976028;43,58796915
TOULOUSE;31555;ROND-POINT DES FRANCAIS LIBRES, FACE ALLEES FREDERIC MISTRAL, RECUP ENTERRE;403;1575083,071;2266831,779;1,45299524;43,59124151
TOULOUSE;31555;ANGLE ALLEES JULES GUESDES, RUE DES TRENTE-SIX-PONTS;404;1574727,178;2266735,919;1,44861068;43,59031977
TOULOUSE;31555;FACE AU 4 AVENUE VICTOR SEGOFFIN;415;1574878,018;2266482,141;1,45053623;43,58806099
TOULOUSE;31555;AVENUE CRAMPEL ANGLE RUE DE LA LA TANNERIE;417;1575277,774;2266192,680;1,45555144;43,58552228
TOULOUSE;31555;ANGLE AVENUE CRAMPEL, AVENUE MARCEL LANGER;418;1574849,950;2265993,347;1,45030038;43,58365751
TOULOUSE;31555;GRANDE RUE SAINT MICHEL ANGLE RUE SAINT DENIS;414;1574636,595;2266211,386;1,44760917;43,58558427
TOULOUSE;31555;RUE DES GALLOIS, A COTE DU CONSEIL REGIONAL;407;1574147,773;2266702,997;1,44144449;43,58992697
TOULOUSE;31555;RUE FRANCOIS LONGAUD, A COTE DU CONSEIL REGIONAL;408;1574039,892;2266552,722;1,44014335;43,58855657
TOULOUSE;31555;RUE DES PLATANES, A COTE DU PARC, FACE A LA RUE GERMINAL;409;1574004,491;2266343,297;1,43975321;43,58666598
TOULOUSE;31555;ANGLE RUE ACHILLE VIADIEU, BOULEVARD DES RECOLLETS;413;1574346,123;2266046,456;1,44405087;43,58405164
TOULOUSE;31555;BOULEVARD DES RECOLLETS, ANGLE RUE JEAN MOULIN;412;1574246,456;2266024,289;1,44282208;43,58383553
TOULOUSE;31555;BOULEVARD DES MINIMES, ANGLE AVENUE COLLIGNON;116;1574430,039;2269552,622;1,44428585;43,61561858
TOULOUSE;31555;ANGLE RUE DE TUNIS, RUE NEGRENEYS;120;1574196,306;2270050,633;1,44127627;43,62006129
TOULOUSE;31555;BOULEVARD PIERRE ET MARIE CURIE, IMPASSE PIERRE ET MARIE CURIE;126;1574189,902;2270646,249;1,44106001;43,62542029
TOULOUSE;31555;BOULEVARD DES MINIMES, FACE A LA RUE NEGRENEYS;115;1574124,821;2269588,863;1,44049697;43,61589379
TOULOUSE;31555;BOULEVARD DES MINIMES, FACE A SPEEDY;117;1574925,710;2269415,628;1,45045673;43,61446819
TOULOUSE;31555;RUE PIERRE CAZENEUVE, FACE AU CHEMIN LINIERES;118;1574610,543;2269969,789;1,44642608;43,61940282
TOULOUSE;31555;AVENUE DES MAZADES ENTRE LE 18 ET 19;125;1573858,945;2270574,592;1,43697652;43,62472009
TOULOUSE;31555;BOULEVARD PIERRE ET MARIE CURIE ENTRE LE 17 ET 17 BIS;124;1574507,900;2270445,110;1,44504562;43,62366324
TOULOUSE;31555;AVENUE DES ETATS UNIS, RUE DE LA LOUISIANE;137;1573375,090;2271711,811;1,43071924;43,63487292
TOULOUSE;31555;FACE AU 188 AVENUE DE FRONTON, SORTIE MARCHE GARE;140;1573605,838;2272106,077;1,43348715;43,63845973
TOULOUSE;31555;RUE ARTHUR RIMBAUD, ANGLE RUE PAUL VERLAINE;135;1573779,375;2271502,586;1,43577670;43,63305793
TOULOUSE;31555;AVENUE DE  FRONTON, DEVANT LE FOYER SONOCOTRA;136;1573580,475;2271741,676;1,43325711;43,63517617
TOULOUSE;31555;FACE AU 45 RUE DE FENOUILLET;133;1573180,715;2271004,154;1,42847492;43,62847191
TOULOUSE;31555;IMPASSE DES HORTENSIAS;134;1573986,223;2271290,543;1,43838837;43,63118435
TOULOUSE;31555;ANGLE RUE FILHOL, RUE DU GENERAL BOURBAKI;106;1573436,476;2270508,870;1,43175809;43,62405778
TOULOUSE;31555;BOULEVARD DE LA MARQUETTE, ANGLE RUE BROUARDEL;105;1572829,029;2269134,126;1,42455241;43,61158391
TOULOUSE;31555;RUE DE MONTMORENCY;103;1573140,058;2269298,970;1,42836647;43,61311981
TOULOUSE;31555;BOULEVARD DE SUISSE;111;1572617,199;2269647,477;1,42180934;43,61616787
TOULOUSE;31555;RUE DE LA TOUR, ANGLE RUE ALFRED DE MUSSET;123;1573410,042;2270142,038;1,43151548;43,62075216
TOULOUSE;31555;RUE DU GENERAL BOURBAKI, PLACE DU MARCHE AU COCHON;121;1573673,866;2270055,039;1,43480365;43,62001352
TOULOUSE;31555;RUE DU GENERAL BOURBAKI, PLACE DU MARCHE AU COCHON;122;1573672,919;2270059,064;1,43479099;43,62004958
TOULOUSE;31555;AVENUE DES MINIMES, FACE A LA POSTE;131;1573635,385;2270698,319;1,43417843;43,62579605
TOULOUSE;31555;ENTRE LE 120 ET LE 122 ALLEES DE BARCELONE;104;1572690,852;2268904,680;1,42289437;43,60949575
TOULOUSE;31555;FACE AU 9 BOULEVARD DE LA MARQUETTE;102;1573295,265;2269277,104;1,43029391;43,61294915
TOULOUSE;31555;ANGLE RUE DU CANON D'ARCOLE, RUE LAPLACE;101;1573710,474;2269308,214;1,43542943;43,61329883
TOULOUSE;31555;BOULEVARD DE SUISSE, STATION TOTAL;112;1572560,328;2269580,981;1,42112039;43,61555984
TOULOUSE;31555;RUE DE MONTMORENCY, ECOLE MATERNELLE;107;1573009,788;2269396,412;1,42673037;43,61397476
TOULOUSE;31555;CHEMIN DU SANG DE SERP, ROND-POINT AVENUE JEAN DAGNAUX;109;1573142,432;2269629,318;1,42831932;43,61609307
TOULOUSE;31555;FACE AU 22 CHEMIN HENRI BESSEMER;110;1572787,520;2269694,503;1,42390808;43,61661985
TOULOUSE;31555;FACE AU 45 RUE DE CHAUSSAS;113;1573289,672;2269852,676;1,43009140;43,61812790
TOULOUSE;31555;RUE DU GENERAL HOCHE (CITE);128;1573197,953;2270348,647;1,42884038;43,62257580
TOULOUSE;31555;ANGLE RUE ADRIEN LEGENDRE, CHEMIN DU PRAT LONG;129;1572910,278;2270424,291;1,42525916;43,62320805
TOULOUSE;31555;ANGLE RUE JULES VERNES, RUE AUGUSTE RATEAU;132;1573057,745;2270676,142;1,42702754;43,62549936
TOULOUSE;31555;AVENUE DES MINIMES, A COTE DE LA SUPERETTE CASINO;114;1573823,466;2269871,105;1,43669919;43,61838333
TOULOUSE;31555;IMPASSE DES ETATS UNIS;141;1573109,266;2272989,864;1,42712909;43,64632951
TOULOUSE;31555;AVENUE DES ETATS UNIS, ANGLE RUE DULONG;139;1573383,675;2271811,083;1,43080262;43,63576772
TOULOUSE;31555;AVENUE DES MINIMES, ENTREE DU LIDL;127;1573637,144;2270426,414;1,43426302;43,62334943
TOULOUSE;31555;ANGLE RUE DE CHAUSSAS, RUE PARMENTIER;108;1573471,006;2269551,234;1,43240724;43,61544564
TOULOUSE;31555;AVENUE DE FRONTON, PARKING DE L'INTERMARCHE;138;1573609,440;2271860,524;1,43358853;43,63625057
TOULOUSE;31555;BOULEVARD SILVIO TRENTIN, RUE DU GENERAL BOURBAKI;130;1573388,940;2270662,066;1,43113376;43,62542843
TOULOUSE;31555;AVENUE DE RANGUEIL, AVENUE D ITALIE;431;1575142,732;2265265,569;1,45409081;43,57715653
TOULOUSE;31555;DEPOT RELAIS DU GRAND RAMIER;405;1573916,509;2266713,904;1,43857866;43,58998647
TOULOUSE;31555;FACE AU 140 AVENUE DE LA GLOIRE;331;1576520,104;2268600,541;1,47038910;43,60739598
TOULOUSE;31555;AVENUE JEAN CHAUBET FACE RUE LOUIS PLANA;506;1577491,674;2268449,781;1,48245555;43,60619783
TOULOUSE;31555;ANGLE PLACE PINEL PROCHE RUE DE LA PROVIDENCE;502;1576159,966;2268009,439;1,46606255;43,60201737
TOULOUSE;31555;PORT SAINT ETTIENNE RUE DU PONT GUILHEMERY;513;1575387,896;2267880,597;1,45653082;43,60073061
TOULOUSE;31555;FACE AU 178 AVENUE DE CASTRES;520;1577611,623;2267361,162;1,48418437;43,59642047
TOULOUSE;31555;RUE DE LA FEUILLERAIE ANGLE RUE DE CASTRES;510;1576783,189;2267884,004;1,47380858;43,60099070
TOULOUSE;31555;rue francois galabert angle jean dutil;509;1577202,723;2268016,478;1,47897418;43,60225137
TOULOUSE;31555;chemin du château de l'hers face a la rue de carcassonne;518;1577630,043;2267758,408;1,48432369;43,59999841
TOULOUSE;31555;rue claudius rougenet face à l'entrée de la station service champion;519;1577843,176;2267713,247;1,48697307;43,59962657
TOULOUSE;31555;avenue de castres au 28;511;1576496,332;2267856,934;1,47026240;43,60070013
TOULOUSE;31555;avenue de castres angle avenue de lasbordes;531;1577950,734;2267161,908;1,48842784;43,59468230
TOULOUSE;31555;rue sainte claire en face du pic du lanoux;530;1577524,260;2267029,548;1,48317673;43,59342195
TOULOUSE;31555;chemin duroux angle ruez raymond Naves;521;1577081,629;2267391,240;1,47761491;43,59660489
TOULOUSE;31555;angle rue de la camargue et cambigue;522;1576607,690;2267171,996;1,47179570;43,59455438
TOULOUSE;31555;91 AVENUE RAYMOND NAVES;516;1576640,063;2267642,648;1,47209055;43,59879524
TOULOUSE;31555;rue lucien cassagne angle rue perignon;512;1575891,436;2267776,980;1,46278985;43,59988122
TOULOUSE;31555;avenue jean rieux angle rue du chant du merle et rue larousse;514;1575583,436;2267501,579;1,45903836;43,59735202
TOULOUSE;31555;boulevard griffoul dorval a cote de la passerelle;515;1575416,920;2267159,896;1,45705417;43,59424960
TOULOUSE;31555;rue louis vittet angle rue thillet;524;1575666,500;2266931,697;1,46019628;43,59223717
TOULOUSE;31555;place armand leygue;523;1576020,757;2267046,279;1,46455666;43,59332670
TOULOUSE;31555;boulevard deltour n°4;528;1576478,183;2266832,328;1,47026872;43,59147638
TOULOUSE;31555;impasse de la terrasse;529;1576991,272;2266918,414;1,47660224;43,59233502
TOULOUSE;31555;rue de martini angle rue lurcat et firmis;540;1577955,386;2266281,819;1,48868151;43,58676279
TOULOUSE;31555;parking du bois de limayrac;539;1577817,377;2266552,835;1,48691243;43,58917941
TOULOUSE;31555;rue du mont aigoual proche impasse du tarbezou;538;1577374,192;2266304,228;1,48148094;43,58687012
TOULOUSE;31555;place roger arnaud;526;1575899,122;2266356,789;1,46320677;43,58710172
TOULOUSE;31555;place roger arnaud;525;1575898,631;2266353,184;1,46320151;43,58706920
TOULOUSE;31555;AVENUE JEAN RIEUX (Face Avenue de Courèges);532;1576768,586;2266361,371;1,47397030;43,58728561
TOULOUSE;31555;rue edouard lartet angle rue jean rieux;542;1577092,775;2266012,494;1,47806226;43,58419886
TOULOUSE;31555;impasse Trutat / rue le dormeur;541;1577707,644;2266007,834;1,48567545;43,58425693
TOULOUSE;31555;rue raymond corraze face au n°29;550;1577803,409;2265713,059;1,48692677;43,58161965
TOULOUSE;31555;place de l'ormeau;549;1577514,242;2265472,703;1,48340072;43,57940966
TOULOUSE;31555;avenue du petit prince face au 3;536;1576425,765;2265912,565;1,46982715;43,58319051
TOULOUSE;31555;avenue saint exupery;533;1576374,249;2266036,808;1,46916136;43,58430017
TOULOUSE;31555;avenue de lespinet angle impasse de lespinet;535;1575978,504;2265839,429;1,46430667;43,58245888
TOULOUSE;31555;rue j. strauss angle chemin de la butte;544;1576471,285;2265674,978;1,47044424;43,58105983
TOULOUSE;31555;chemin de la butte angle avenue saint exupery;543;1576912,462;2265705,103;1,47589901;43,58140310
TOULOUSE;31555; chemin de la butte angle avenue des Herbettes;546;1576669,524;2265496,949;1,47293840;43,57949013
TOULOUSE;31555;Avenue Breguet au 55;548;1577157,078;2265217,688;1,47903650;43,57705656
TOULOUSE;31555;rue emile lecrivain parc allalouf;552;1577638,344;2265029,938;1,48503585;43,57544519
TOULOUSE;31555;rue edouard belin fin avenue de lespinet;553;1576729,110;2264877,976;1,47381524;43,57392949
TOULOUSE;31555;rue gonin angle rue bossoutrot;554;1577519,536;2264853,899;1,48360455;43,57384164
TOULOUSE;31555;rue d'armentieres angle route de revel;555;1578133,190;2264835,973;1,49120436;43,57377976
TOULOUSE;31555;chemin de ribaute (pres du pont mancaissonne, en bas de la ste adim);556;1578932,019;2264863,502;1,50108624;43,57415621
TOULOUSE;31555;Route de labege entree du jardiland;568;1578738,117;2264413,789;1,49878557;43,57007787
TOULOUSE;31555;SUPAERO Resto école;557;1576676,003;2264051,242;1,47334387;43,56648068
TOULOUSE;31555;Rue des magnolias angle rue des cyclamens;517;1577226,299;2267850,285;1,47930341;43,60075957
TOULOUSE;31555;rue andre villet n°1 sur le parking;565;1578141,635;2263746,699;1,49155103;43,56397824
TOULOUSE;31555;rue de Venasque face rue Vachet;547;1577107,306;2265455,057;1,47836717;43,57918463
TOULOUSE;31555;rue des cosmonautes déchetterie;567;1578438,145;2263707,343;1,49522937;43,56367192
TOULOUSE;31555;rue des cosmonautes déchetterie;566;1578433,673;2263708,953;1,49517367;43,56368569
TOULOUSE;31555;avenue de lespinet face au stade;545;1576230,382;2265382,223;1,46752811;43,57838570
TOULOUSE;31555;avenue didier Daurat / le cristal;559;1577330,997;2264239,855;1,48140821;43,56828494
TOULOUSE;31555;avenue E Belin Supaéro ( privé);558;1576567,142;2264374,584;1,47192375;43,56937276
TOULOUSE;31555;2 AVENUE CAMILLE PUJOL;501;1575539,778;2267977,575;1,45838959;43,60162844
TOULOUSE;31555;Rue Monié angle Avenue J Chaubet;505;1576733,023;2268206,971;1,47311466;43,60388899
TOULOUSE;31555;rue du midi au 15;420;1575348,717;2265991,957;1,45647541;43,58372765
TOULOUSE;31555;Rue des cedres angle rue des Cormiers;445;1575396,256;2264667,831;1,45736498;43,57181920
TOULOUSE;31555;Université Paul Sabatier Bat 4 R 3 (Privé);463;1576543,581;2263344,668;1,47186403;43,56010023
TOULOUSE;31555;RUE PAUL BERNIES;231;1572039,598;2269109,040;1,41478079;43,61122450
TOULOUSE;31555;PL BETEILLE;201;1575308,948;2269953,843;1,45508098;43,61937524
TOULOUSE;31555;RTE DE BLAGNAC Cité Madrid;230;1571767,175;2269426,903;1,41133226;43,61403869
TOULOUSE;31555;FACE AU 23 RUE MAURICE MELAT;215;1575013,282;2271935,953;1,45096573;43,63716364
TOULOUSE;31555;PL BILA RTE D ALBI;203;1575629,732;2270756,123;1,45887225;43,62664817
TOULOUSE;31555;CHE RAYNAL RUE de l'Alier;207;1575299,274;2271302,797;1,45465374;43,63151316
TOULOUSE;31555;ALL DES FOULQUES La Dune;225;1572693,195;2273530,608;1,42184701;43,65112548
TOULOUSE;31555;RTE D ALBI Prés Lycée Raymond NAVES Mairie annexe;211;1576131,158;2271987,657;1,46480542;43,63781362
TOULOUSE;31555;CH. DE TURLU;222;1573932,655;2274227,988;1,43704753;43,65760980
TOULOUSE;31555;BD NETWILLER;213;1575915,756;2272566,252;1,46200512;43,64298505
TOULOUSE;31555;CHE LAPUJADE rue Maltens;200;1575107,923;2269723,646;1,45264337;43,61727034
TOULOUSE;31555;RUE HENRI EBELOT RUE DU GAL GIRAUD;212;1575771,531;2272340,078;1,46026926;43,64092588
TOULOUSE;31555;RTE DE BLAGNAC N°116 Prés CHE DE GARRIC;229;1571500,590;2269834,097;1,40793476;43,61765767
TOULOUSE;31555;Avenue de Fronton PLACE PAUL RICHE;220;1573580,946;2273147,436;1,43293800;43,64782685
TOULOUSE;31555;Boulevard  LECLERC ANGLE ALLEE DE BARCELONE;235;1573308,418;2268562,342;1,43062222;43,60651906
TOULOUSE;31555;Chemin Garric;227;1571545,736;2270451,899;1,40834897;43,62322505
TOULOUSE;31555;Chemin des sept deniers rue des troenes;228;1571811,422;2270182,929;1,41170324;43,62084981
TOULOUSE;31555;rue du pole chemin de la glaciere;226;1572507,783;2272887,263;1,41969909;43,64530461
TOULOUSE;31555;rue des Amidonniers pres du restaurant;232;1572151,026;2268815,616;1,41622940;43,60860284
TOULOUSE;31555;allees de brienne angle debat ponsan;233;1572921,695;2268702,511;1,42580031;43,60771535
TOULOUSE;31555;avenue de l'ancien velodrome;234;1573114,116;2268359,776;1,42826283;43,60466344
TOULOUSE;31555;rue du docteur Bouvier;202;1575498,128;2270177,359;1,45737354;43,62141800
TOULOUSE;31555;Place de l'armée d'Afrique;205;1575317,934;2270611,456;1,45504246;43,62529473
TOULOUSE;31555;rue Louin angle chemin Daubigny;206;1575079,289;2270898,529;1,45202051;43,62783862
TOULOUSE;31555;place de la Cabarette;208;1575901,376;2271634,458;1,46203834;43,63459729
TOULOUSE;31555;rue Paul Valery;210;1574769,589;2271697,571;1,44800077;43,63497792
TOULOUSE;31555;rue Ernest Renan rue Christine de Pisan;209;1574437,750;2271265,326;1,44398838;43,63103283
TOULOUSE;31555;chemin d'Audibert rue Claude Bernard;214;1574256,847;2271909,259;1,44159907;43,63679751
TOULOUSE;31555;rue des bouquetins angle chemin des izards;216;1574507,921;2272270,034;1,44462728;43,64008605
TOULOUSE;31555;Chemin du Seminaire  impasse du seminaire;218;1573616,397;2272454,210;1,43353755;43,64159439
TOULOUSE;31555;route de Launaguet angle rue Sarah bernhardt;221;1573998,552;2273559,612;1,43801837;43,65160606
TOULOUSE;31555;Avranches rue  Albi Route;302;1575964,035;2271336,146;1,46288234;43,63192304
TOULOUSE;31555;Amouroux chemin;304;1576116,152;2271003,859;1,46484227;43,62895775
TOULOUSE;31555;Archives rue reservoir;308;1575816,932;2270435,780;1,46126412;43,62379621
TOULOUSE;31555;Paquerettes rue  Lavaur route;309;1576042,027;2270267,146;1,46409082;43,62231570
TOULOUSE;31555;Brunaud avenue Baillaud rue;316;1576121,446;2269689,296;1,46520543;43,61712855
TOULOUSE;31555;Redoutes rue;319;1575771,684;2269443,184;1,46092888;43,61485614
TOULOUSE;31555;AVENUE GUILLAUMET N°10;326;1576180,340;2269201,732;1,46604523;43,61275051
TOULOUSE;31555;soupetard rue impasse  parking;330;1576564,727;2268819,239;1,47089243;43,60937142
TOULOUSE;31555;Soupetard rue juncasse cité;329;1576940,494;2269073,169;1,47548931;43,61171808
TOULOUSE;31555;Soumet rue prés Chaubet avenue;334;1577099,258;2268406,625;1,47760533;43,60574556
TOULOUSE;31555;Avenue d'Atlanta devant le n)2;300;1576488,595;2272279,468;1,46916852;43,64049839
TOULOUSE;31555;Nicol chemin  vasseur rue;303;1576516,812;2271483,462;1,46969786;43,63333960
TOULOUSE;31555;Ciotat place Amouroux cité;305;1576466,424;2271008,200;1,46918087;43,62905434
TOULOUSE;31555;Cambard rue;307;1576866,954;2270953,393;1,47415544;43,62862671
TOULOUSE;31555;Roubichou rue;306;1576211,141;2270752,113;1,46607606;43,62670785
TOULOUSE;31555;Bet place rosine;310;1576310,388;2270391,207;1,46738719;43,62347627
TOULOUSE;31555;RUE THEODORE LENOTRE ANGLE IMPASSE;312;1576628,200;2270357,929;1,47133176;43,62322892
TOULOUSE;31555;Parc avenue au num 3;314;1576527,859;2270034,165;1,47016178;43,62029884
TOULOUSE;31555;Dubezy rue maison du rugby;313;1577112,372;2269991,584;1,47741195;43,62001121
TOULOUSE;31555;Agde route Argoulets chemin;311;1576927,950;2270527,965;1,47500682;43,62480814
TOULOUSE;31555;Mpnserby rue;315;1575934,963;2269776,692;1,46287571;43,61788437
TOULOUSE;31555;Aicard rue;317;1575419,088;2269799,554;1,45648041;43,61800498
TOULOUSE;31555;Periole rue de Cheminots  rue des;318;1575359,117;2269472,122;1,45581212;43,61504842
TOULOUSE;31555;periole rue de SNCF;322;1575379,613;2269099,576;1,45615081;43,61169917
TOULOUSE;31555;Compans rue Marengo rue;323;1575351,050;2268879,262;1,45584719;43,60971178
TOULOUSE;31555;Cimetiere avenue du Parking;324;1575669,477;2268554,044;1,45986484;43,60683767
TOULOUSE;31555;Jolimont place commerciale;320;1575842,760;2269273,487;1,46184773;43,61334071
TOULOUSE;31555;Heredia Chemin;325;1576321,851;2269146,692;1,46781040;43,61227843
TOULOUSE;31555;RUE LOUIS PLANA RUE DINETARD;328;1577007,061;2269310,735;1,47626042;43,61386688
TOULOUSE;31555;Garnier chemin Charles Mairie annexe;333;1577145,167;2268722,950;1,47810292;43,60859975
TOULOUSE;31555;Pelleport chemin;332;1576751,804;2268615,580;1,47325526;43,60756926
TOULOUSE;31555;Bonnat rue num 115;432;1575452,945;2265709,002;1,45783005;43,58119846
TOULOUSE;31555;62 Boulevard Lascrosses;236;1573018,923;2268740,186;1,42699573;43,60807079
TOULOUSE;31555;Boulevard LECLERC Angle Bld LASCROSSES;237;1573423,213;2268859,752;1,43197514;43,60921482
TOULOUSE;31555;BOULODROME IZARDS;239;1574302,132;2272179,190;1,44209815;43,63923421
TOULOUSE;31555;RUE FREDERIC CHOPIN ANGLE ROSTAND;238;1575622,139;2272693,643;1,45833766;43,64408302
TOULOUSE;31555;AVENUE DES ETATS UNIS FACE RUE ADONIS;142;1573468,496;2271419,883;1,43194407;43,63226151
TOULOUSE;31555;BD RICHARD WAGNER;601;1572458,393;2268293,723;1,42015767;43,60395831
TOULOUSE;31555;PL DU RAVELIN;605;1573110,621;2267733,411;1,42836468;43,59902604
TOULOUSE;31555;RUE DE LA REPUBLIQUE PL OLIVIER;607;1573568,482;2267664,379;1,43405031;43,59848176
TOULOUSE;31555;AV DU CHATEAU D EAU;604;1572981,768;2268017,562;1,42670319;43,60156147
TOULOUSE;31555;PL JEAN BAPTISTE BAUDIN;600;1571638,127;2268411,363;1,40997198;43,60487769
